,director_name,num_critic_for_reviews,duration,gross,genres,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes
195,Shawn Levy,154,98,113733726,Adventure,Night at the Museum: Secret of the Tomb ,67223,53587,126,English,USA,PG,1.27E+08,2014,6.2,1.85,11000
196,Tom McGrath,233,95,148337537,Action,Megamind ,172754,46120,187,English,USA,PG,1.30E+08,2010,7.3,2.35,13000
197,Chris Columbus,258,159,317557891,Adventure,Harry Potter and the Sorcerer's Stone ,444683,13191,1571,English,UK,PG,1.25E+08,2001,7.5,2.35,16000
198,Robert Schwentke,208,96,33592415,Action,R.I.P.D. ,91640,31549,210,English,USA,PG-13,1.30E+08,2013,5.6,2.35,20000
199,Gore Verbinski,271,143,305388685,Action,Pirates of the Caribbean: The Curse of the Black Pearl ,809474,48184,2113,English,USA,PG-13,1.40E+08,2003,8.1,2.35,10000
200,Francis Lawrence,403,123,337103873,Adventure,The Hunger Games: Mockingjay - Part 1 ,305008,81385,591,English,USA,PG-13,1.25E+08,2014,6.7,2.35,52000
201,Ron Howard,294,174,217536138,Mystery,The Da Vinci Code ,314253,16008,1966,English,USA,PG-13,1.25E+08,2006,6.6,2.35,0
202,Carlos Saldanha,159,101,131536019,Adventure,Rio 2 ,58498,1031,99,English,USA,G,1.03E+08,2014,6.4,2.35,0
203,Bryan Singer,289,134,214948780,Action,X-Men 2 ,405973,20952,1055,English,Canada,PG-13,1.10E+08,2003,7.5,2.35,0
204,Justin Lin,342,132,209805005,Action,Fast Five ,284792,55345,366,English,USA,PG-13,1.25E+08,2011,7.3,2.35,54000
205,Guy Ritchie,382,129,186830669,Action,Sherlock Holmes: A Game of Shadows ,338635,22403,412,English,USA,PG-13,1.25E+08,2011,7.5,2.35,39000
206,Louis Leterrier,344,106,163192114,Action,Clash of the Titans ,229679,18003,637,English,USA,PG-13,1.25E+08,2010,5.8,2.35,15000
207,Paul Verhoeven,196,113,119412921,Action,Total Recall ,240241,1441,391,English,USA,R,6.50E+07,1990,7.5,1.85,0
208,John McTiernan,85,102,32694788,Action,The 13th Warrior ,101411,1815,546,English,USA,R,8.50E+07,1999,6.6,2.35,0
209,Tony Gilroy,436,135,113165635,Action,The Bourne Legacy ,229823,12175,504,English,USA,PG-13,1.25E+08,2012,6.7,2.35,31000
210,Joel Schumacher,183,125,107285004,Action,Batman & Robin ,189855,2699,1018,English,USA,PG-13,1.25E+08,1997,3.7,1.85,0
211,Ron Howard,175,110,260031035,Comedy,How the Grinch Stole Christmas ,141414,4146,482,English,USA,PG,1.23E+08,2000,6,1.85,0
212,Roland Emmerich,239,124,186739919,Action,The Day After Tomorrow ,333248,20553,1159,English,USA,PG-13,1.25E+08,2004,6.4,2.35,19000
213,John Woo,237,123,215397307,Action,Mission: Impossible II ,242188,11930,1426,English,USA,PG-13,1.25E+08,2000,6.1,2.35,0
214,Wolfgang Petersen,231,130,182618434,Action,The Perfect Storm ,133076,2684,779,English,USA,PG-13,1.40E+08,2000,6.4,2.35,0
215,Tim Story,262,92,131920333,Action,Fantastic 4: Rise of the Silver Surfer ,213275,15302,436,English,USA,PG,1.30E+08,2007,5.6,2.35,0
216,Ang Lee,552,127,124976634,Adventure,Life of Pi ,440084,2121,755,English,USA,PG,1.20E+08,2012,8,1.85,122000
217,Mark Steven Johnson,276,123,115802596,Action,Ghost Rider ,182661,14017,681,English,USA,PG-13,1.10E+08,2007,5.2,2.35,0
218,Paul Greengrass,267,123,108521835,Action,Jason Bourne ,40123,13752,297,English,UK,PG-13,1.20E+08,2016,7.1,2.35,31000
219,McG,102,107,100685880,Action,Charlie's Angels: Full Throttle ,100821,4046,554,English,USA,PG-13,1.20E+08,2003,4.8,2.35,0
220,Ridley Scott,775,124,126464904,Adventure,Prometheus ,456260,24098,2326,English,USA,R,1.30E+08,2012,7,2.35,97000
221,Rob Minkoff,71,77,64736114,Adventure,Stuart Little 2 ,36471,2682,69,English,USA,PG,1.20E+08,2002,5.4,1.85,459
222,Neill Blomkamp,476,109,93050117,Action,Elysium ,338087,17689,814,English,USA,R,1.15E+08,2013,6.6,2.35,61000
223,David Twohy,207,134,57637485,Action,The Chronicles of Riddick ,183909,17159,666,English,USA,PG-13,1.05E+08,2004,6.7,2.35,0
224,José Padilha,492,117,58607007,Action,RoboCop ,182899,14161,630,English,USA,PG-13,1.00E+08,2014,6.2,2.35,60000
225,Lana Wachowski,284,135,43929341,Action,Speed Racer ,57873,902,414,English,USA,PG,1.20E+08,2008,6.1,2.35,0
226,James L. Brooks,168,121,30212620,Comedy,How Do You Know ,35066,993,196,English,USA,PG-13,1.20E+08,2010,5.3,1.85,0
227,James Mangold,283,117,76418654,Action,Knight and Day ,148280,12731,348,English,USA,PG-13,1.17E+08,2010,6.3,2.35,11000
228,Joseph Kosinski,539,124,89021735,Action,Oblivion ,387436,22004,892,English,USA,PG-13,1.20E+08,2013,7,2.35,71000
229,George Lucas,359,140,380262555,Action,Star Wars: Episode III - Revenge of the Sith ,520104,44042,3286,English,USA,PG-13,1.13E+08,2005,7.6,2.35,10000
230,George Lucas,284,142,310675583,Action,Star Wars: Episode II - Attack of the Clones ,464310,42990,3516,English,USA,PG,1.15E+08,2002,6.7,1.78,0
231,Pete Docter,250,92,289907418,Adventure,"Monsters, Inc. ",585659,15013,593,English,USA,G,1.15E+08,2001,8.1,1.85,0
232,James Mangold,440,138,132550960,Action,The Wolverine ,328067,23755,533,English,USA,PG-13,1.20E+08,2013,6.7,2.35,68000
233,George Lucas,320,136,474544677,Action,Star Wars: Episode I - The Phantom Menace ,534658,37723,3597,English,USA,PG,1.15E+08,1999,6.5,2.35,13000
234,Kirk De Micco,257,98,187165546,Adventure,The Croods ,150618,43286,195,English,USA,PG,1.35E+08,2013,7.3,2.35,28000
235,John Woo,152,153,40911830,Action,Windtalkers ,55994,15046,454,English,USA,R,1.15E+08,2002,6,2.35,0
236,Cedric Nicolas-Troyan,231,120,47952020,Action,The Huntsman: Winter's War ,37750,46719,134,English,USA,PG-13,1.15E+08,2016,6.1,2.35,16000
237,Jonathan Liebesman,348,101,190871240,Action,Teenage Mutant Ninja Turtles ,167085,2690,491,English,USA,PG-13,1.25E+08,2014,5.9,2.35,62000
238,Alfonso Cuarón,738,91,274084951,Adventure,Gravity ,582917,87,1885,English,UK,PG-13,1.00E+08,2013,7.8,2.35,147000
239,Roger Donaldson,93,108,67155742,Action,Dante's Peak ,62271,1569,277,English,USA,PG-13,1.16E+08,1997,5.8,2.35,0
240,Dave Green,181,112,81638674,Action,Teenage Mutant Ninja Turtles: Out of the Shadows ,17533,8306,115,English,USA,PG-13,1.35E+08,2016,6.3,2.35,12000
241,Josh Trank,369,100,56114221,Action,Fantastic Four ,110486,1261,695,English,USA,PG-13,1.20E+08,2015,4.3,2.35,41000
242,Shawn Levy,179,108,250863268,Action,Night at the Museum ,234480,55486,444,English,USA,PG,1.10E+08,2006,6.4,1.85,3000
243,Brad Peyton,358,114,155181732,Action,San Andreas ,147497,16718,499,English,USA,PG-13,1.10E+08,2015,6.1,2.35,52000
244,Roger Spottiswoode,160,119,125332007,Action,Tomorrow Never Dies ,149680,2958,328,English,UK,PG-13,1.10E+08,1997,6.5,2.35,0
245,Roland Emmerich,192,142,113330342,Action,The Patriot ,207613,19454,1144,English,USA,R,1.10E+08,2000,7.1,2.35,4000
246,Steven Soderbergh,198,125,125531634,Crime,Ocean's Twelve ,284852,19359,627,English,USA,PG-13,1.10E+08,2004,6.4,2.35,0
247,Doug Liman,233,126,186336103,Action,Mr. & Mrs. Smith ,348861,22722,798,English,USA,PG-13,1.20E+08,2005,6.5,2.35,0
248,Robert Schwentke,263,119,129995817,Adventure,Insurgent ,154621,22622,258,English,USA,PG-13,1.10E+08,2015,6.3,2.35,27000
249,Martin Scorsese,267,170,102608827,Biography,The Aviator ,264318,34582,799,English,USA,PG-13,1.10E+08,2004,7.5,2.35,0
250,Rob Letterman,184,85,42776259,Adventure,Gulliver's Travels ,53160,1173,121,English,USA,PG,1.12E+08,2010,4.9,2.35,0
251,Michel Gondry,447,119,98780042,Action,The Green Hornet ,136019,13391,443,English,USA,PG-13,1.20E+08,2011,5.8,2.35,14000
252,Noam Murro,366,102,106369117,Action,300: Rise of an Empire ,225273,10583,523,English,USA,R,1.10E+08,2014,6.2,2.35,71000
253,Raja Gosnell,172,103,142614158,Adventure,The Smurfs ,66593,692,153,English,USA,PG,1.10E+08,2011,5.5,1.78,31000
254,Will Finn,104,76,50026353,Animation,Home on the Range ,13581,13607,88,English,USA,PG,1.10E+08,2004,5.4,1.78,304
255,Robert Schwentke,181,120,66002193,Action,Allegiant ,44296,12452,144,English,USA,PG-13,1.10E+08,2016,5.8,2.35,12000
256,Shawn Levy,327,127,85463309,Action,Real Steel ,254841,22254,426,English,USA,PG-13,1.10E+08,2011,7.1,2.35,36000
257,Raja Gosnell,125,105,71017784,Adventure,The Smurfs 2 ,27257,914,59,English,USA,PG,1.05E+08,2013,5.4,1.85,0
258,Jan de Bont,79,121,48068396,Action,Speed 2: Cruise Control ,60573,2027,248,English,USA,PG-13,1.60E+08,1997,3.7,2.35,894
259,Gavin Hood,326,114,61656849,Action,Ender's Game ,184561,12908,554,English,USA,PG-13,1.10E+08,2013,6.7,2.35,123000
260,Len Wiseman,354,129,134520804,Action,Live Free or Die Hard ,336235,13961,782,English,USA,PG-13,1.10E+08,2007,7.2,2.35,0
261,Peter Jackson,297,171,313837577,Action,The Lord of the Rings: The Fellowship of the Ring ,1238746,22342,5060,English,New Zealand,PG-13,9.30E+07,2001,8.8,2.35,21000
262,Frank Coraci,188,120,24004159,Action,Around the World in 80 Days ,68720,3175,191,English,USA,PG,1.10E+08,2004,5.8,2.35,0
263,Michael Mann,174,165,58183966,Biography,Ali ,79186,14196,386,English,USA,R,1.07E+08,2001,6.8,2.35,0
264,Bo Welch,109,82,100446895,Adventure,The Cat in the Hat ,36033,2762,456,English,USA,PG,1.09E+08,2003,3.8,1.85,946
265,Alex Proyas,225,115,144795350,Action,"I, Robot ",387632,12068,789,English,USA,PG-13,1.20E+08,2004,7.1,2.35,0
266,Ridley Scott,239,194,47396698,Action,Kingdom of Heaven ,217373,19600,942,English,USA,R,1.30E+08,2005,7.2,2.35,0
267,Rob Minkoff,101,84,140015224,Adventure,Stuart Little ,94172,3382,179,English,Germany,PG,1.33E+08,1999,5.9,1.85,0
268,Ron Clements,228,97,104374107,Animation,The Princess and the Frog ,89351,2480,214,English,USA,G,1.05E+08,2009,7.1,1.85,5000
269,Ridley Scott,568,151,228430993,Adventure,The Martian ,472488,14831,1023,English,USA,PG-13,1.08E+08,2015,8.1,2.35,153000
270,Michael Bay,257,136,35799026,Action,The Island ,263329,34839,899,English,USA,PG-13,1.26E+08,2005,6.9,2.35,0
271,Peter Chelsom,62,104,6712451,Comedy,Town & Country ,4102,3133,89,English,New Line,R,9.00E+07,2001,4.4,1.85,53
272,Dominic Sena,175,127,101643008,Action,Gone in Sixty Seconds ,218341,29069,498,English,USA,PG-13,9.00E+07,2000,6.5,2.35,0
273,Ridley Scott,265,171,187670866,Action,Gladiator ,982637,6521,2368,English,USA,R,1.03E+08,2000,8.5,2.35,21000
274,Steven Spielberg,252,145,132014112,Action,Minority Report ,399651,12546,1331,English,USA,PG-13,1.02E+08,2002,7.7,2.35,0
275,Chris Columbus,232,174,261970615,Adventure,Harry Potter and the Chamber of Secrets ,387616,35672,858,English,UK,PG,1.00E+08,2002,7.4,2.35,0
276,Martin Campbell,400,144,167007184,Action,Casino Royale ,470483,9125,2301,English,UK,PG-13,1.50E+08,2006,8,2.35,0
277,Tim Burton,230,119,180011740,Action,Planet of the Apes ,177725,2776,1368,English,USA,PG-13,1.00E+08,2001,5.7,2.35,0
278,James Cameron,210,153,204843350,Action,Terminator 2: Judgment Day ,744891,2829,983,English,USA,R,1.02E+08,1991,8.5,2.35,13000
279,Michael Mann,357,140,97030725,Biography,Public Enemies ,230931,64599,585,English,USA,R,1.00E+08,2009,7,2.35,0
280,Ridley Scott,300,176,130127620,Biography,American Gangster ,324671,20354,458,English,USA,R,1.00E+08,2007,7.8,1.85,0
281,James Cameron,94,141,146282411,Action,True Lies ,190439,4528,351,English,USA,R,1.15E+08,1994,7.2,2.35,0
282,Tony Scott,267,106,65452312,Action,The Taking of Pelham 1 2 3 ,149998,19906,285,English,USA,R,1.00E+08,2009,6.4,2.35,0
283,Paul Weitz,180,98,148383780,Comedy,Little Fockers ,85531,24082,152,English,USA,PG-13,1.00E+08,2010,5.5,1.85,0
284,Adam McKay,265,116,119219978,Action,The Other Guys ,189806,20233,316,English,USA,PG-13,1.00E+08,2010,6.7,2.35,16000
285,Chuck Russell,81,115,101228120,Action,Eraser ,84424,3454,131,English,USA,R,1.00E+08,1996,6.1,2.35,0
286,Quentin Tarantino,765,165,162804648,Drama,Django Unchained ,955174,40978,1193,English,USA,R,1.00E+08,2012,8.5,2.35,199000
287,Gary Trousdale,80,91,100117603,Animation,The Hunchback of Notre Dame ,102933,4842,230,English,USA,G,1.00E+08,1996,6.9,1.78,0
288,Mark Dindal,141,78,89296573,Adventure,The Emperor's New Groove ,128285,2039,297,English,USA,G,1.00E+08,2000,7.3,1.66,0
289,Simon West,383,103,85017401,Action,The Expendables 2 ,246803,57881,474,English,USA,R,9.20E+07,2012,6.7,2.35,108000
290,Jon Turteltaub,193,131,173005002,Action,National Treasure ,255447,13679,692,English,USA,PG,1.00E+08,2004,6.9,2.35,0
291,Stefen Fangmeier,170,104,75030163,Action,Eragon ,108076,4487,1690,English,USA,PG,1.00E+08,2006,5.1,2.35,0
292,Spike Jonze,333,101,77222184,Adventure,Where the Wild Things Are ,87677,1738,388,English,Germany,PG,1.00E+08,2009,6.8,2.35,11000
293,Joe Wright,256,111,34964818,Adventure,Pan ,39956,21393,186,English,USA,PG,1.50E+08,2015,5.8,2.35,24000
294,Chris Wedge,203,102,107515297,Adventure,Epic ,85833,14552,113,English,USA,PG,1.00E+08,2013,6.7,2.35,17000
295,Florian Henckel von Donnersmarck,321,103,67631157,Action,The Tourist ,176598,55175,374,English,USA,PG-13,1.00E+08,2010,6,2.35,25000
296,Peter Hyams,174,121,66862068,Action,End of Days ,89509,3903,524,English,USA,R,8.30E+07,1999,5.7,2.35,2000
297,Edward Zwick,166,143,57366262,Adventure,Blood Diamond ,400292,33160,657,English,Germany,R,1.00E+08,2006,8,2.35,14000
298,Martin Scorsese,606,240,116866727,Biography,The Wolf of Wall Street ,780588,46057,1138,English,USA,R,1.00E+08,2013,8.2,2.35,138000
299,Joel Schumacher,144,121,184031112,Action,Batman Forever ,190786,2880,539,English,USA,PG-13,1.00E+08,1995,5.4,1.85,0
300,Paul Verhoeven,192,129,54700065,Action,Starship Troopers ,221521,2031,1049,English,USA,R,1.05E+08,1997,7.2,1.85,0
301,Tom Tykwer,511,172,27098580,Drama,Cloud Atlas ,284825,22686,828,English,Germany,R,1.02E+08,2012,7.5,2.35,124000
302,Zack Snyder,188,101,55673333,Action,Legend of the Guardians: The Owls of Ga'Hoole ,65785,4286,160,English,USA,PG,8.00E+07,2010,7,2.35,16000
303,Pitof,212,87,40198710,Action,Catwoman ,87451,3144,660,English,USA,PG-13,1.00E+08,2004,3.3,2.35,0
304,Brett Ratner,245,101,72660029,Action,Hercules ,115687,16235,269,English,USA,PG-13,1.00E+08,2014,6,2.35,21000
305,Ron Clements,127,95,38120554,Adventure,Treasure Planet ,71527,26940,217,English,USA,PG,1.40E+08,2002,7.1,1.5,0
306,Brad Silberling,167,102,49392095,Adventure,Land of the Lost ,52029,10552,224,English,USA,PG-13,1.00E+08,2009,5.4,1.85,0
307,Patrick Hughes,320,131,39292022,Action,The Expendables 3 ,127258,52610,351,English,USA,PG-13,9.00E+07,2014,6.1,2.35,56000
308,Ericson Core,163,114,28772222,Action,Point Break ,33953,3962,163,English,USA,PG-13,1.05E+08,2015,5.3,2.35,37000
309,Lawrence Guterman,78,94,17010646,Comedy,Son of the Mask ,40751,1195,239,English,USA,PG,8.40E+07,2005,2.2,1.85,881
310,Ron Howard,289,122,24985612,Action,In the Heart of the Sea ,71782,28328,161,English,USA,PG-13,1.00E+08,2015,7,1.85,27000
311,Ron Underwood,66,95,4411102,Action,The Adventures of Pluto Nash ,20295,6161,164,English,USA,PG-13,1.00E+08,2002,3.8,1.85,416
312,Paul Greengrass,266,115,35024475,Action,Green Zone ,110364,13761,261,English,France,R,1.00E+08,2010,6.9,2.35,0
313,Steve Martino,208,88,130174897,Adventure,The Peanuts Movie ,27918,309,155,English,USA,G,9.90E+07,2015,7.2,1.85,33000
314,David Mamet,97,110,10200000,Drama,The Spanish Prisoner ,18697,1722,263,English,USA,PG,1.00E+07,1997,7.3,1.85,578
315,Stephen Sommers,202,130,202007640,Action,The Mummy Returns ,248045,15972,890,English,USA,PG-13,9.80E+07,2001,6.3,2.35,0
316,Martin Scorsese,233,216,77679638,Crime,Gangs of New York ,314033,47657,1166,English,USA,R,1.00E+08,2002,7.5,2.35,0
317,Yimou Zhang,136,146,9213,Drama,The Flowers of War ,38690,23240,130,Mandarin,China,R,9.40E+07,2011,7.6,2.35,13000
318,Ash Brannon,154,85,58867694,Animation,Surf's Up ,54077,25590,112,English,USA,PG,1.00E+08,2007,6.8,1.85,0
319,Frank Oz,169,93,59475623,Comedy,The Stepford Wives ,49739,13748,407,English,USA,PG-13,9.00E+07,2004,5.2,1.85,0
320,Ridley Scott,200,152,108638745,Drama,Black Hawk Down ,292022,4270,1103,English,USA,R,9.20E+07,2001,7.7,2.35,10000
321,Jay Roach,255,85,86897182,Comedy,The Campaign ,106790,9271,177,English,USA,R,9.50E+07,2012,6.2,1.85,18000
322,Luc Besson,173,126,63540020,Action,The Fifth Element ,343274,39319,742,English,France,PG-13,9.30E+07,1997,7.7,2.35,18000
323,Michael Patrick King,221,146,95328937,Comedy,Sex and the City 2 ,59581,4555,293,English,USA,R,1.00E+08,2010,4.3,1.85,0
324,Bibo Bergeron,82,89,50802661,Adventure,The Road to El Dorado ,58300,3372,139,English,USA,PG,9.50E+07,2000,6.9,1.85,0
325,Steve Martino,233,88,161317423,Adventure,Ice Age: Continental Drift ,145321,25354,139,English,USA,PG,9.50E+07,2012,6.6,2.35,14000
326,Kenneth Branagh,343,105,201148159,Drama,Cinderella ,103737,4671,322,English,USA,PG,9.50E+07,2015,7,2.35,56000
327,Peter Jackson,308,135,43982842,Drama,The Lovely Bones ,125109,2370,593,English,USA,PG-13,6.50E+07,2009,6.7,2.35,16000
328,Andrew Stanton,301,100,380838870,Adventure,Finding Nemo ,692482,5641,866,English,USA,G,9.40E+07,2003,8.2,1.85,11000
329,Peter Jackson,328,192,377019252,Action,The Lord of the Rings: The Return of the King ,1215718,6434,3189,English,USA,PG-13,9.40E+07,2003,8.9,2.35,16000
330,Peter Jackson,294,172,340478898,Action,The Lord of the Rings: The Two Towers ,1100446,23052,2417,English,USA,PG-13,9.40E+07,2002,8.7,2.35,10000
331,Sergey Bodrov,175,102,17176900,Action,Seventh Son ,54501,17098,154,English,USA,PG-13,9.50E+07,2014,5.5,2.35,16000
332,Simon West,199,100,131144183,Action,Lara Croft: Tomb Raider ,157016,12150,824,English,USA,PG-13,1.15E+08,2001,5.7,2.35,0
333,Wally Pfister,355,119,23014504,Drama,Transcendence ,172707,54031,462,English,UK,PG-13,1.00E+08,2014,6.3,2.35,37000
334,Joe Johnston,198,92,181166115,Action,Jurassic Park III ,219501,2574,1236,English,USA,PG-13,9.30E+07,2001,5.9,1.85,0
335,Rupert Wyatt,529,105,176740650,Action,Rise of the Planet of the Apes ,403836,13118,646,English,USA,PG-13,9.30E+07,2011,7.6,2.35,47000
336,Mark Waters,198,107,71148699,Adventure,The Spiderwick Chronicles ,68935,1614,125,English,USA,PG,9.00E+07,2008,6.6,2.35,0
337,John Moore,412,101,67344392,Action,A Good Day to Die Hard ,165618,15481,503,English,USA,R,9.20E+07,2013,5.3,1.85,66000
338,John Lee Hancock,106,137,22406362,Drama,The Alamo ,16832,5780,267,English,USA,PG-13,1.07E+08,2004,6,2.35,701
339,Brad Bird,283,115,261437578,Action,The Incredibles ,479166,1901,815,English,USA,PG,9.20E+07,2004,8,2.35,0
340,Renny Harlin,61,124,1.10E+07,Action,Cutthroat Island ,21102,3611,169,English,USA,PG-13,9.80E+07,1995,5.6,2.35,1000
341,Chris Columbus,217,118,88761720,Adventure,Percy Jackson & the Olympians: The Lightning Thief ,141179,14024,419,English,UK,PG,9.50E+07,2010,5.9,2.35,9000
342,Barry Sonnenfeld,175,98,250147615,Adventure,Men in Black ,403014,12998,289,English,USA,PG-13,9.00E+07,1997,7.3,1.85,0
343,John Lasseter,191,82,245823397,Adventure,Toy Story 2 ,385871,21275,515,English,USA,G,9.00E+07,1999,7.9,1.85,0
344,Tony Scott,316,98,81557479,Action,Unstoppable ,149947,25780,326,English,USA,PG-13,1.00E+08,2010,6.8,2.35,18000
345,Brett Ratner,127,90,226138454,Action,Rush Hour 2 ,160440,664,394,English,USA,PG-13,9.00E+07,2001,6.6,2.35,0
346,Robert Zemeckis,185,130,155370362,Drama,What Lies Beneath ,98403,12890,683,English,USA,PG-13,1.00E+08,2000,6.6,2.35,0
347,Phil Lord,191,90,124870275,Animation,Cloudy with a Chance of Meatballs ,152601,1227,156,English,USA,PG,1.00E+08,2009,7,2.35,0
348,Carlos Saldanha,188,94,196573705,Action,Ice Age: Dawn of the Dinosaurs ,166791,1258,132,English,USA,PG,9.00E+07,2009,7,1.85,0
349,Ben Stiller,362,114,58229120,Adventure,The Secret Life of Walter Mitty ,236421,5095,515,English,USA,PG,9.00E+07,2013,7.3,2.35,70000
350,McG,181,94,125305545,Action,Charlie's Angels ,145350,15419,643,English,USA,PG-13,9.20E+07,2000,5.5,2.35,0
351,Martin Scorsese,352,151,132373442,Crime,The Departed ,873649,45648,2054,English,USA,R,9.00E+07,2006,8.5,2.35,29000
352,Tony Bancroft,143,88,120618403,Adventure,Mulan ,171792,4478,222,English,USA,G,9.00E+07,1998,7.5,1.66,12000
353,Ben Stiller,308,121,110416702,Action,Tropic Thunder ,307539,23484,577,English,USA,R,9.20E+07,2008,7,2.35,0
354,David Fincher,517,158,102515793,Crime,The Girl with the Dragon Tattoo ,330152,20388,632,English,USA,R,9.00E+07,2011,7.8,2.35,54000
355,John McTiernan,148,128,100012500,Action,Die Hard with a Vengeance ,299258,14274,346,English,USA,R,9.00E+07,1995,7.6,2.35,0
356,Guy Ritchie,415,128,209019489,Action,Sherlock Holmes ,477300,23996,621,English,USA,PG-13,9.00E+07,2009,7.6,1.85,20000
357,Gary Trousdale,146,95,84037039,Action,Atlantis: The Lost Empire ,72591,15237,289,English,USA,PG,1.20E+08,2001,6.8,2.35,0
358,Walt Becker,70,92,85884815,Adventure,Alvin and the Chipmunks: The Road Chip ,9418,38450,53,English,USA,PG,9.00E+07,2015,5,1.85,0
359,Bryan Singer,269,121,83077470,Drama,Valkyrie ,183247,14165,440,English,USA,PG-13,7.50E+07,2008,7.1,1.85,0
360,Dennis Dugan,198,113,100018837,Action,You Don't Mess with the Zohan ,156348,13446,380,English,USA,PG-13,9.00E+07,2008,5.5,1.85,0
